"route_set_type","path_template","view_route","route_type","route_n_views","path_id","n_layers","mediator_path","key_path","first_view","first_mediator","terminal_view","terminal_mediator","a","d_product","b","sequential_score","abs_sequential_score","p_a","max_p_d","p_b","fusion_mode","p_primary","min_abs_cor","max_q_cor","q_primary_global","q_primary"
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2702,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:5alpha-androstan-3beta,17beta-diol monosulfate (2)","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::5alpha-androstan-3beta,17beta-diol monosulfate (2)","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","5alpha-androstan-3beta,17beta-diol monosulfate (2)",0.959556022032589,-0.161741143829357,0,0,0,0.00261930146373928,0.402799712411774,NA,"early",0.402799712411774,0.227930549932485,0.340212102402672,0.643376720906558,0.643376720906558
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2703,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:hesperetin","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::hesperetin","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","hesperetin",0.959556022032589,-0.0690266969703906,0,0,0,0.00261930146373928,0.724238466732998,NA,"early",0.724238466732998,0.227670355240781,0.340212102402672,0.831545316843545,0.831545316843545
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2704,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:oxalate (ethanedioate)","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::oxalate (ethanedioate)","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","oxalate (ethanedioate)",0.959556022032589,-0.20792246533128,0,0,0,0.00261930146373928,0.259001667496993,NA,"early",0.259001667496993,0.226759673819818,0.340404684558381,0.573100093744502,0.573100093744502
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2705,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:N-acetylsphingosine","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::N-acetylsphingosine","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","N-acetylsphingosine",0.959556022032589,-0.324651448806983,0,0,0,0.00261930146373928,0.0986172349164244,NA,"early",0.0986172349164244,0.225718895053003,0.340404684558381,0.503916151585466,0.503916151585466
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2706,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:3-carboxyadipate","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::3-carboxyadipate","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","3-carboxyadipate",0.959556022032589,-0.212616269409814,0,0,0,0.00261930146373928,0.285291651704326,NA,"early",0.285291651704326,0.225588797707151,0.340404684558381,0.585232153959012,0.585232153959012
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2707,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:N(1)-acetylspermine","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::N(1)-acetylspermine","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","N(1)-acetylspermine",0.959556022032589,0.319626202285151,0,0,0,0.00261930146373928,0.10266311813146,NA,"early",0.10266311813146,0.225588797707151,0.340404684558381,0.503916151585466,0.503916151585466
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2708,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:margaroylcarnitine (C17)*","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::margaroylcarnitine (C17)*","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","margaroylcarnitine (C17)*",0.959556022032589,-0.236814747056364,0,0,0,0.00261930146373928,0.22386199295502,NA,"early",0.22386199295502,0.224287824248632,0.340404684558381,0.551090898636837,0.551090898636837
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2709,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:lactobacillic acid","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::lactobacillic acid","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","lactobacillic acid",0.959556022032589,-0.142563459686594,0,0,0,0.00261930146373928,0.463875952836495,NA,"early",0.463875952836495,0.22415772690278,0.340404684558381,0.676397709133169,0.676397709133169
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2710,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:laurate (12:0)","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::laurate (12:0)","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","laurate (12:0)",0.959556022032589,0.276025732836909,0,0,0,0.00261930146373928,0.151678738743065,NA,"early",0.151678738743065,0.223767434865225,0.340404684558381,0.514742757523682,0.514742757523682
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2711,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:glycerophosphoglycerol","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::glycerophosphoglycerol","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","glycerophosphoglycerol",0.959556022032589,0.249355200973378,0,0,0,0.00261930146373928,0.195637299422723,NA,"early",0.195637299422723,0.223767434865225,0.340404684558381,0.538159812241799,0.538159812241799
