"omics","mediator","a","p_a","q_a","b","p_b","selected_by_screen","selected_by_sis","score","abs_score","joint_p_ab","p_primary","q_primary_within_view","q_primary","p_primary_model_based","q_primary_global"
"species","Clostridia_bacterium|t__SGB13979",0.557497948223933,0.0947946025151292,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","GGB41458_SGB58520|t__SGB58520",0.555821355694375,0.0958345645247785,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Streptococcus_sp_263_SSPC|t__SGB8255_group",0.550139640215728,0.0994237725016305,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Streptococcus_salivarius|t__SGB8007_group",0.550069781215783,0.0994685317279642,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Bacteroides_intestinalis|t__SGB1846",0.547865259899153,0.100888886968269,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Romboutsia_timonensis|t__SGB6148",0.546259089605349,0.101933408508193,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Intestinibacter_SGB6139|t__SGB6139",0.546146003283853,0.102007259151133,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Alistipes_sp_AF17_16|t__SGB2326",0.545682558846714,0.102310334882177,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","GGB3005_SGB3996|t__SGB3996",-0.544555355385498,0.103050340456626,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Barnesiella_intestinihominis|t__SGB1965",-0.54455525539944,0.103050406276943,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Sutterella_wadsworthensis|t__SGB9283",0.539660107182555,0.106311286403114,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Clostridia_bacterium|t__SGB3574",0.539271717806121,0.106573316582557,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","GGB51510_SGB71883|t__SGB71883",-0.537797785264113,0.107572166957116,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Streptococcus_sanguinis|t__SGB8047",0.537151223632382,0.10801255420908,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","GGB9557_SGB14966|t__SGB14966",-0.536547318637844,0.108425116769508,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Veillonella_dispar|t__SGB6952",0.536083733622287,0.108742625638618,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
